userId,city,state,isTeacher,zipcode
c8b3f99581f468d0e8635cca0870a675,Ocean Springs,Mississippi,Yes,395
c9b81c5047f22602d247ae43ce4c2c88,Highland,Illinois,No,622
ca744282790a6c2cf880319848cf3185,Austin,Texas,No,787
cc9a1fe2b685bbfdd8a3ca6aba32ccbb,Westville,New Jersey,Yes,80
ccaf33a4acc2b7768cebdac46e5cefdd,Maryville,Tennessee,No,378
cd217543a5f852ee07fc2ba72b26cb47,Shawnee Mission,Kansas,Yes,662
cd3340b60cea43e7856939b48d8d5423,Torrance,California,No,905
ce0681c641c4a11546aac63ea858330c,Bowling Green,Kentucky,No,421
ce4fe34d8a63bab6c33a77f39dc6441c,San Francisco,California,Yes,941
ced0cd18f619ab48cd20b12331582007,Kissimmee,Florida,Yes,347
ced5aad94a9f137c56f8d27c167385f8,,other,Yes,0
ceff0c8a95d7c8b6557218774deb8b41,,other,No,0
cfc3cc1c750b6f5259b716865a5cae1c,Providence,Rhode Island,Yes,29
d3703a971da145bac749c96f1cfd09ea,Falls Church,Virginia,No,220
d3802dff204710476564716a07d44184,Humble,Texas,No,773
d3d85db0ac48e1ae36e0c6ba526d47d5,,other,Yes,0
d43e968c758a3fca339d320bb3bef7ad,New York,New York,No,100
d4633bfa34c4b26c60a0b2c34f6be45c,Buena Park,California,No,906
d4b870be6a33dcf34e88bfac14f6f535,New York,New York,Yes,100
d54a9181fb67b4b2809d748a65721c0b,Lubbock,Texas,No,794
d5d4a35708b306fa1fe0e27aa5fd39fa,Elk Grove,California,No,956
d686f2222a682d784bfdc2023a5c371e,Oceanside,New York,No,115
d6aac099af092f4541897b6544f86372,Chandler,Arizona,No,852
d70dc468f990893a31dba7fce5a5c3ab,Seattle,Washington,Yes,981
d90744894947703e90980b3dc690060f,Northbrook,Illinois,Yes,600
d94d7a27210872384306894a55b657da,Burnsville,Minnesota,No,553
d9a0229de04f5ebe09aa6e137b910f94,Pismo Beach,California,No,934
d9c42085f8d8bc9ea89050fbdcc5a09a,Toledo,Ohio,Yes,436
db065c5c7ad3259bfbe483893e373470,Nokomis,Florida,Yes,342
db6b2db39745a52bc773282696ef8240,Palmdale,California,No,935
db91a3bd44e9ba957d066d921842afd7,Belmont,North Carolina,No,280
dc6f05549f012642f5cf984971959d9f,Indian Trail,North Carolina,No,280
ddf3777f2b111519e2552a4a2985d222,Kansas City,Missouri,No,641
de00f6e83f643226454132b187e1ddf1,Seattle,Washington,No,981
de57535207fee49150396ec31541866a,Charlottesville,Virginia,No,229
de9db701a5647d7849897c87f1d4fa56,Des Moines,Iowa,No,503
df24234e8e546d6a1a78c0401fe74ab9,Wheaton,Minnesota,No,562
df7b3837b102d6590b746f5df2c5d670,Brooklyn,New York,No,112
e09362b102e783991538b287dfdfe8b1,Oreana,Illinois,Yes,625
e09685ace77e2d33b019149db33b4f4d,Weston,Connecticut,No,68
e0ddbf6b5d98ecdd5b744894f04e5d9f,Pelham,New York,No,108
e14d8f083ebf253eeaf4a1c9691dd193,Kingston,Tennessee,No,377
e24b439b59cd757b0489c2134e06ca42,Calexico,California,No,922
e28afed5091ae1cc9aef0e429f019645,Seattle,Washington,No,981
e2a437ca23a3f5cd1f01ea1ed56760dd,Flower Mound,Texas,No,750
e3e6c5eeebf3a7fc4547fdd9578cbb51,Weston,Florida,No,333
e3fb74b41f245b3d38b0b547ec61f8ea,Chantilly,Virginia,Yes,201
e4d3835fc3663898d18c7b98ba030496,Ocoee,Florida,No,347
e52b82570fb5a9541923e62a448d8cab,Santa Rosa,California,No,954
e54602a2243234d495edfa8708dba748,Enola,Pennsylvania,No,170
e5cf3e8b57e07a12a7f94500e153c337,Gainesville,Virginia,No,201
e70b050393f86a1e765a6905e5a123c8,Coram,New York,No,117
e76c484d34adf1403806f31dc7802c88,Middletown,Connecticut,No,64
e7cc5c9af6e0925a9ad51f48137d0485,Chicago,Illinois,No,606
e8238fc85ed914b8ddb96c0803c96b15,Franklin Lakes,New Jersey,No,74
e842656d684edcc3078d8724d27eb8bf,Livonia,Michigan,No,481
e86213077d0df1e65a6d25358f460010,,California,No,0
e88b0931063cfce0ba8a1b0884276bfc,Neptune Beach,Florida,No,322
e8d7b6fdfaa509453bfde3a72916371f,San Antonio,Texas,No,782
e8e7371c7f417a7d00cc177ed44262ef,Old Westbury,New York,No,115
e9045ad04c91a6844cc745a74e2bf03f,Mount Dora,Florida,Yes,327
e91c3ed4e5078c6f36de7f03e73442a4,Evanston,Illinois,No,602
ea2e764bdc999792ef224f99e01215b7,Chillicothe,Ohio,No,456
ea69b376319776263fb6e8881c6560b4,Florissant,Missouri,Yes,630
eae10adbcf9278414f55be237c644c0b,Charlevoix,Michigan,No,497
eb568f311f7ddccac2824e3b7d528fc0,Hacienda Heights,California,Yes,917
ebc2d5c62cd1c263feb2c30d2d9f91ce,Parkton,North Carolina,No,283
ebcb0301a58460639ebb375b4e5e4469,,California,No,0
ecc3b6d493eee5473bdd1f3faede3fa5,Long Beach,California,Yes,908
eceaaac002e2a84502df18ea366c124b,Pleasant Hill,California,No,945
ed23144848ee938b58ac30e0da63c569,New York,New York,Yes,100
ed23d8b99502bce04587cfc571265b9f,Wykagyl,New York,No,108
ed3315eed9a184c2ba1835bc37733bcb,Lumber Bridge,North Carolina,No,283
ee557372e030ade05296ecc0d4da1dc2,Los Angeles,California,No,900
ee850cae08511348d43dfda57784833f,Eau Claire,Wisconsin,No,547
eee3e93d551ee6b39b2743ae4cee15a9,Scottville,Michigan,No,494
ef860ba7d1992a2cafcfcdfb7a1637ed,Simi Valley,California,No,930
f042f93036969db807a32e391d293091,San Francisco,California,No,941
f05551e8fdd2e264ccb264db8957e5c6,South Elgin,Illinois,No,601
f08b4807b3115fd444ec53a4296d81cb,Frankfort,Illinois,No,604
f0d20069315d1b05dbf6fe94fb15d7f6,,Florida,No,0
f1091cfea312d54a1df2ccc13b91f8b4,North Charleston,South Carolina,No,294
f1aaa1818ead39bc6380e1bf10fd0e21,Elma,New York,No,140
f1d2d302eb0a3eff6c24733634a45717,Sunnyvale,California,No,940
f235538c3ce9c90b31c7c534c3babd7a,Conyers,Georgia,Yes,300
f2fa59f234fcf85b34c1e09eddc4e48c,Barrington,Illinois,No,600
f390f0e1f7dbc0d1fe836a98a4ad2116,,Illinois,No,606
f3e7bc709965326cf24332299334a45a,Minneapolis,Minnesota,No,554
f4fdb84330eb1d250f47f30b2774d061,Jersey City,New Jersey,Yes,73
f5c45f2955ef4b8e1394fb8faa77cbde,New York,New York,No,100
f5cc814332a4338796a361d312f3170e,Stamford,Connecticut,Yes,69
f608b89bec527231b697ae0b1aa62d41,West Palm Beach,Florida,No,334
f698399a6bb95633081df9066420f73b,New York,New York,No,100
f70da375ba6182277c6ab5614121c73e,Greensboro,North Carolina,No,274
f716b81047c6247eda19a123cb530c36,Vineland,New Jersey,Yes,83
f7f52e0fc640dadd0d86d323f227590a,Southington,Connecticut,No,64
f85f803aa0c10b9dfdc0991d0469ea35,Midland,Texas,No,797
f87d92cdf41233607b7c2c2bbb1b8d94,West Hills,California,No,913
f9612e58b449a6fa7fcd55db3b9bf4a3,Fraser,Michigan,No,480
f9ce7a1e3067caa6d2f35db242038382,Lake Katrine,New York,No,124
f9feb1e4536f5d41b31b1ddef1ecbdea,Jeanerette,Louisiana,No,705
fa7e8a49ed53aea5c04a46319e74745c,Fort Atkinson,Wisconsin,Yes,535
fa94c9cb4df0415bceca04ae0b794c07,Saint Paul,Minnesota,No,551
faefb1cda0cc7de1720620c5daefd871,Chicago,Illinois,No,606
fb245dffd51d902769bf26b7802ebfdf,Glendale,Arizona,No,853
fc0adfa8f39939e2c980db6318911275,Albuquerque,New Mexico,No,871
fcf099e38b77fd54edab3ea43c7b7fa2,Detroit,Michigan,Yes,482
fe741813ebd8f839e134506a5c948408,Powell,Ohio,No,430
